# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT	TOKENS
8756	huber1992/embera chamí/TIERRA_EARTH	TIERRA_EARTH	jóro	embera chamí	j ó r o
9152	huber1992/carapana/TIERRA_EARTH	TIERRA_EARTH	jẽ́rĩ́	carapana	j ẽ́ r ĩ́
9153	huber1992/carapana/TIERRA_EARTH	TIERRA_EARTH	jepa	carapana	j e p a
9530	huber1992/curripaco/TIERRA_EARTH	TIERRA_EARTH	hiipai	curripaco	h i i p a i
9891	huber1992/ika/TIERRA_EARTH	TIERRA_EARTH	káʔa	ika	k á ʔ a
10267	huber1992/catío/TIERRA_EARTH	TIERRA_EARTH	egoró	catío	e g o r ó
10668	huber1992/cubeo/TIERRA_EARTH	TIERRA_EARTH	hobórõ	cubeo	h o b ó r õ
10669	huber1992/cubeo/TIERRA_EARTH	TIERRA_EARTH	hãrã́wi̵	cubeo	h ã r ã́ w i̵
10670	huber1992/cubeo/TIERRA_EARTH	TIERRA_EARTH	bãhẽ́ ki̵rídi̵	cubeo	b ã h ẽ́ # k i̵ r í d i̵
11098	huber1992/muinane/TIERRA_EARTH	TIERRA_EARTH	xííni̵	muinane	x í í n i̵
11099	huber1992/muinane/TIERRA_EARTH	TIERRA_EARTH	xííni̵xe	muinane	x í í n i̵ x e
11627	huber1992/desano/TIERRA_EARTH	TIERRA_EARTH	dĩcṹ	desano	d ĩ c ṹ
11628	huber1992/desano/TIERRA_EARTH	TIERRA_EARTH	jéba	desano	j é b a
11629	huber1992/desano/TIERRA_EARTH	TIERRA_EARTH	jeʔbá	desano	j e ʔ b á
12024	huber1992/inga/TIERRA_EARTH	TIERRA_EARTH	álpa	inga	á l p a
12392	huber1992/dí̵mi̵na/TIERRA_EARTH	TIERRA_EARTH	ki̵ngi̵ma	dí̵mi̵na	k i̵ n g i̵ m a
12770	huber1992/embera Darién/TIERRA_EARTH	TIERRA_EARTH	egoró	embera Darién	e g o r ó
13115	huber1992/nukak/TIERRA_EARTH	TIERRA_EARTH	naah²	nukak	n a a h ²
13443	huber1992/jupda/TIERRA_EARTH	TIERRA_EARTH	bãjʔ	jupda	b ã j ʔ
13756	huber1992/jitnu/TIERRA_EARTH	TIERRA_EARTH	as	jitnu	a s
14121	huber1992/koreguaje/TIERRA_EARTH	TIERRA_EARTH	ʤaʔo	koreguaje	ʤ a ʔ o
14122	huber1992/koreguaje/TIERRA_EARTH	TIERRA_EARTH	ʤeha	koreguaje	ʤ e h a
14544	huber1992/páez/TIERRA_EARTH	TIERRA_EARTH	kiwe	páez	k i w e
14967	huber1992/kakua/TIERRA_EARTH	TIERRA_EARTH	bak³	kakua	b a k ³
15401	huber1992/witoto mi̵ni̵ca/TIERRA_EARTH	TIERRA_EARTH	énɯe	witoto mi̵ni̵ca	é n ɯ e
15850	huber1992/kogui/TIERRA_EARTH	TIERRA_EARTH	kággi	kogui	k á g g i
16241	huber1992/witoto ni̵pode/TIERRA_EARTH	TIERRA_EARTH	énɯe	witoto ni̵pode	é n ɯ e
16715	huber1992/miraña/TIERRA_EARTH	TIERRA_EARTH	ííɲɯhi̵	miraña	í í ɲ ɯ h i̵
17141	huber1992/piratapuyo/TIERRA_EARTH	TIERRA_EARTH	diʔta	piratapuyo	d i ʔ t a
17142	huber1992/piratapuyo/TIERRA_EARTH	TIERRA_EARTH	jeʔpa	piratapuyo	j e ʔ p a
17537	huber1992/playero/TIERRA_EARTH	TIERRA_EARTH	irá	playero	i r á
17538	huber1992/playero/TIERRA_EARTH	TIERRA_EARTH	aʧáto	playero	a ʧ á t o
17954	huber1992/witoto murui/TIERRA_EARTH	TIERRA_EARTH	enɯrue	witoto murui	e n ɯ r u e
18393	huber1992/ocaina/TIERRA_EARTH	TIERRA_EARTH	aɲ̥õõʔɯ̃	ocaina	a ɲ̥ õ õ ʔ ɯ̃
18856	huber1992/orejón/TIERRA_EARTH	TIERRA_EARTH	jao kuado	orejón	j a o # k u a d o
18857	huber1992/orejón/TIERRA_EARTH	TIERRA_EARTH	jiha	orejón	j i h a
19162	huber1992/piapoco/TIERRA_EARTH	TIERRA_EARTH	káli	piapoco	k á l i
19163	huber1992/piapoco/TIERRA_EARTH	TIERRA_EARTH	ibái	piapoco	i b á i
19597	huber1992/puinave/TIERRA_EARTH	TIERRA_EARTH	niti	puinave	n i t i
19946	huber1992/resígaro/TIERRA_EARTH	TIERRA_EARTH	hípohí	resígaro	h í p o h í
20299	huber1992/sáliba/TIERRA_EARTH	TIERRA_EARTH	sahi	sáliba	s a h i
20658	huber1992/siona/TIERRA_EARTH	TIERRA_EARTH	jaʔo	siona	j a ʔ o
20659	huber1992/siona/TIERRA_EARTH	TIERRA_EARTH	jiha	siona	j i h a
21016	huber1992/siriano/TIERRA_EARTH	TIERRA_EARTH	dĩkṹ	siriano	d ĩ k ṹ
21017	huber1992/siriano/TIERRA_EARTH	TIERRA_EARTH	jeʔbá	siriano	j e ʔ b á
21401	huber1992/tatuyo/TIERRA_EARTH	TIERRA_EARTH	jepa	tatuyo	j e p a
21402	huber1992/tatuyo/TIERRA_EARTH	TIERRA_EARTH	hita	tatuyo	h i t a
21775	huber1992/tucano/TIERRA_EARTH	TIERRA_EARTH	diʔtá	tucano	d i ʔ t á
21776	huber1992/tucano/TIERRA_EARTH	TIERRA_EARTH	dũkṹkã	tucano	d ũ k ṹ k ã
21777	huber1992/tucano/TIERRA_EARTH	TIERRA_EARTH	túrí	tucano	t ú r í
22176	huber1992/embera Tadó/TIERRA_EARTH	TIERRA_EARTH	jóɾo	embera Tadó	j ó ɾ o
22560	huber1992/tanimuca/TIERRA_EARTH	TIERRA_EARTH	kaʔia	tanimuca	k a ʔ i a
22951	huber1992/tunebo central/TIERRA_EARTH	TIERRA_EARTH	káhka	tunebo central	k á h k a
23273	huber1992/tariano/TIERRA_EARTH	TIERRA_EARTH	hípai	tariano	h í p a i
23475	huber1992/tsafiqui pila/TIERRA_EARTH	TIERRA_EARTH	to	tsafiqui pila	t o
23833	huber1992/totoró/TIERRA_EARTH	TIERRA_EARTH	piri̵	totoró	p i r i̵
24138	huber1992/tuyuca/TIERRA_EARTH	TIERRA_EARTH	ditá	tuyuca	d i t á
24139	huber1992/tuyuca/TIERRA_EARTH	TIERRA_EARTH	jepá	tuyuca	j e p á
24547	huber1992/waimaja/TIERRA_EARTH	TIERRA_EARTH	hitá	waimaja	h i t á
24548	huber1992/waimaja/TIERRA_EARTH	TIERRA_EARTH	jepá	waimaja	j e p á
25069	huber1992/wounaan/TIERRA_EARTH	TIERRA_EARTH	hẽb	wounaan	h ẽ b
25515	huber1992/wanano/TIERRA_EARTH	TIERRA_EARTH	diʔta	wanano	d i ʔ t a
25516	huber1992/wanano/TIERRA_EARTH	TIERRA_EARTH	jaʔpa	wanano	j a ʔ p a
25921	huber1992/wayuu/TIERRA_EARTH	TIERRA_EARTH	má	wayuu	m á
25922	huber1992/wayuu/TIERRA_EARTH	TIERRA_EARTH	mmá	wayuu	m m á
25923	huber1992/wayuu/TIERRA_EARTH	TIERRA_EARTH	wóumain	wayuu	w ó u m a i n
26464	huber1992/yucuna/TIERRA_EARTH	TIERRA_EARTH	teʔerí	yucuna	t e ʔ e r í
26858	huber1992/yukpa/TIERRA_EARTH	TIERRA_EARTH	nóno	yukpa	n ó n o
27211	huber1992/yurutí/TIERRA_EARTH	TIERRA_EARTH	ditá	yurutí	d i t á
27212	huber1992/yurutí/TIERRA_EARTH	TIERRA_EARTH	jepá	yurutí	j e p á
#
110	huber1992/kamsá/TIGRE_JAGUAR	TIGRE_JAGUAR	tígre	kamsá	t í g r e
111	huber1992/kamsá/TIGRE_JAGUAR	TIGRE_JAGUAR	txáɲe meséto	kamsá	t x á ɲ e # m e s é t o
492	huber1992/Español/TIGRE_JAGUAR	TIGRE_JAGUAR	tigre	Español	t i g r e
978	huber1992/English/TIGRE_JAGUAR	TIGRE_JAGUAR	jaguar	English	j a g u a r
1350	huber1992/achagua/TIGRE_JAGUAR	TIGRE_JAGUAR	ʧáawi	achagua	ʧ á a w i
1739	huber1992/epena Saija/TIGRE_JAGUAR	TIGRE_JAGUAR	imáma	epena Saija	i m á m a
2136	huber1992/awa/TIGRE_JAGUAR	TIGRE_JAGUAR	iʃu	awa	i ʃ u
2520	huber1992/epena basurudó/TIGRE_JAGUAR	TIGRE_JAGUAR	imamá	epena basurudó	i m a m á
3268	huber1992/bora/TIGRE_JAGUAR	TIGRE_JAGUAR	ooʔíípʲe	bora	o o ʔ í í p ʲ e
3269	huber1992/bora/TIGRE_JAGUAR	TIGRE_JAGUAR	tʰɯ́ɯ́pʰáʔjoóɯ	bora	t ʰ ɯ́ ɯ́ p ʰ á ʔ j o ó ɯ
3593	huber1992/giacone/TIGRE_JAGUAR	TIGRE_JAGUAR	ijavi	giacone	i j a v i
3594	huber1992/giacone/TIGRE_JAGUAR	TIGRE_JAGUAR	iaavi	giacone	i a a v i
3595	huber1992/giacone/TIGRE_JAGUAR	TIGRE_JAGUAR	litsávi	giacone	l i t s á v i
3596	huber1992/giacone/TIGRE_JAGUAR	TIGRE_JAGUAR	javi	giacone	j a v i
3890	huber1992/barí/TIGRE_JAGUAR	TIGRE_JAGUAR	daabəɾə	barí	d a a b ə ɾ ə
4189	huber1992/bará/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	bará	j a i
4605	huber1992/guahibo/TIGRE_JAGUAR	TIGRE_JAGUAR	newí̵tʰi̵	guahibo	n e w í̵ t ʰ i̵
5119	huber1992/barasana/TIGRE_JAGUAR	TIGRE_JAGUAR	bãkãroka jai	barasana	b ã k ã r o k a # j a i
5484	huber1992/cabiyarí/TIGRE_JAGUAR	TIGRE_JAGUAR	ʧaawi	cabiyarí	ʧ a a w i
5657	huber1992/secoya/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	secoya	j a i
5658	huber1992/secoya/TIGRE_JAGUAR	TIGRE_JAGUAR	toja jai	secoya	t o j a # j a i
6024	huber1992/cha'palaachi/TIGRE_JAGUAR	TIGRE_JAGUAR	aaguela	cha'palaachi	a a g u e l a
6367	huber1992/guambiano/TIGRE_JAGUAR	TIGRE_JAGUAR	tiiri	guambiano	t i i r i
6726	huber1992/cuiba/TIGRE_JAGUAR	TIGRE_JAGUAR	néi̵tʰi̵	cuiba	n é i̵ t ʰ i̵
7193	huber1992/carijona/TIGRE_JAGUAR	TIGRE_JAGUAR	kaⁱkuʧi	carijona	k a ⁱ k u ʧ i
7194	huber1992/carijona/TIGRE_JAGUAR	TIGRE_JAGUAR	anotona	carijona	a n o t o n a
7561	huber1992/macuna/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	macuna	j a i
7948	huber1992/chimila/TIGRE_JAGUAR	TIGRE_JAGUAR	róoju	chimila	r ó o j u
8340	huber1992/guayabero/TIGRE_JAGUAR	TIGRE_JAGUAR	nud	guayabero	n u d
8780	huber1992/embera chamí/TIGRE_JAGUAR	TIGRE_JAGUAR	imáma	embera chamí	i m á m a
9178	huber1992/carapana/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	carapana	j a i
9556	huber1992/curripaco/TIGRE_JAGUAR	TIGRE_JAGUAR	jawi	curripaco	j a w i
9910	huber1992/ika/TIGRE_JAGUAR	TIGRE_JAGUAR	seⁱkunúmi̵	ika	s e ⁱ k u n ú m i̵
10295	huber1992/catío/TIGRE_JAGUAR	TIGRE_JAGUAR	imamá	catío	i m a m á
10697	huber1992/cubeo/TIGRE_JAGUAR	TIGRE_JAGUAR	jawí	cubeo	j a w í
11128	huber1992/muinane/TIGRE_JAGUAR	TIGRE_JAGUAR	xí̵ku	muinane	x í̵ k u
11656	huber1992/desano/TIGRE_JAGUAR	TIGRE_JAGUAR	jé	desano	j é
12052	huber1992/inga/TIGRE_JAGUAR	TIGRE_JAGUAR	tígri	inga	t í g r i
12415	huber1992/dí̵mi̵na/TIGRE_JAGUAR	TIGRE_JAGUAR	dumága	dí̵mi̵na	d u m á g a
12799	huber1992/embera Darién/TIGRE_JAGUAR	TIGRE_JAGUAR	imamá	embera Darién	i m a m á
13139	huber1992/nukak/TIGRE_JAGUAR	TIGRE_JAGUAR	hio²	nukak	h i o ²
13467	huber1992/jupda/TIGRE_JAGUAR	TIGRE_JAGUAR	jãʔãb	jupda	j ã ʔ ã b
13782	huber1992/jitnu/TIGRE_JAGUAR	TIGRE_JAGUAR	newí̵t	jitnu	n e w í̵ t
13783	huber1992/jitnu/TIGRE_JAGUAR	TIGRE_JAGUAR	newí̵to	jitnu	n e w í̵ t o
14149	huber1992/koreguaje/TIGRE_JAGUAR	TIGRE_JAGUAR	ʤai	koreguaje	ʤ a i
14570	huber1992/páez/TIGRE_JAGUAR	TIGRE_JAGUAR	tʲiklji	páez	t ʲ i k l j i
14997	huber1992/kakua/TIGRE_JAGUAR	TIGRE_JAGUAR	hiw³ daka³	kakua	h i w ³ # d a k a ³
15431	huber1992/witoto mi̵ni̵ca/TIGRE_JAGUAR	TIGRE_JAGUAR	hánaʤari	witoto mi̵ni̵ca	h á n a ʤ a r i
15432	huber1992/witoto mi̵ni̵ca/TIGRE_JAGUAR	TIGRE_JAGUAR	hɯ́ko	witoto mi̵ni̵ca	h ɯ́ k o
15877	huber1992/kogui/TIGRE_JAGUAR	TIGRE_JAGUAR	kaklabé	kogui	k a k l a b é
15878	huber1992/kogui/TIGRE_JAGUAR	TIGRE_JAGUAR	nə́bbi	kogui	n ə́ b b i
16270	huber1992/witoto ni̵pode/TIGRE_JAGUAR	TIGRE_JAGUAR	hánaʤari	witoto ni̵pode	h á n a ʤ a r i
16271	huber1992/witoto ni̵pode/TIGRE_JAGUAR	TIGRE_JAGUAR	hɯ́ko	witoto ni̵pode	h ɯ́ k o
16742	huber1992/miraña/TIGRE_JAGUAR	TIGRE_JAGUAR	ooʔíípé páhɯ́eóóhi	miraña	o o ʔ í í p é # p á h ɯ́ e ó ó h i
17167	huber1992/piratapuyo/TIGRE_JAGUAR	TIGRE_JAGUAR	jairo	piratapuyo	j a i r o
17567	huber1992/playero/TIGRE_JAGUAR	TIGRE_JAGUAR	newí̵ti̵	playero	n e w í̵ t i̵
17568	huber1992/playero/TIGRE_JAGUAR	TIGRE_JAGUAR	niguíti̵	playero	n i g u í t i̵
17984	huber1992/witoto murui/TIGRE_JAGUAR	TIGRE_JAGUAR	hanaʤari	witoto murui	h a n a ʤ a r i
17985	huber1992/witoto murui/TIGRE_JAGUAR	TIGRE_JAGUAR	hɯko	witoto murui	h ɯ k o
18426	huber1992/ocaina/TIGRE_JAGUAR	TIGRE_JAGUAR	hõʔxo	ocaina	h õ ʔ x o
18427	huber1992/ocaina/TIGRE_JAGUAR	TIGRE_JAGUAR	ʧiβaβááɲa hɯmã́ã́ʔxaxo	ocaina	ʧ i β a β á á ɲ a # h ɯ m ã́ ã́ ʔ x a x o
18880	huber1992/orejón/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	orejón	j a i
19191	huber1992/piapoco/TIGRE_JAGUAR	TIGRE_JAGUAR	ʧáwi	piapoco	ʧ á w i
19623	huber1992/puinave/TIGRE_JAGUAR	TIGRE_JAGUAR	jot dãn	puinave	j o t # d ã n
19972	huber1992/resígaro/TIGRE_JAGUAR	TIGRE_JAGUAR	íiní	resígaro	í i n í
19973	huber1992/resígaro/TIGRE_JAGUAR	TIGRE_JAGUAR	ʤeéβí	resígaro	ʤ e é β í
20322	huber1992/sáliba/TIGRE_JAGUAR	TIGRE_JAGUAR	ũpu	sáliba	ũ p u
20685	huber1992/siona/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	siona	j a i
21045	huber1992/siriano/TIGRE_JAGUAR	TIGRE_JAGUAR	jé	siriano	j é
21427	huber1992/tatuyo/TIGRE_JAGUAR	TIGRE_JAGUAR	jai	tatuyo	j a i
21803	huber1992/tucano/TIGRE_JAGUAR	TIGRE_JAGUAR	jáí	tucano	j á í
22206	huber1992/embera Tadó/TIGRE_JAGUAR	TIGRE_JAGUAR	imamá	embera Tadó	i m a m á
22585	huber1992/tanimuca/TIGRE_JAGUAR	TIGRE_JAGUAR	jaia	tanimuca	j a i a
22970	huber1992/tunebo central/TIGRE_JAGUAR	TIGRE_JAGUAR	kotókʷa	tunebo central	k o t ó k ʷ a
23501	huber1992/tsafiqui pila/TIGRE_JAGUAR	TIGRE_JAGUAR	kela	tsafiqui pila	k e l a
23854	huber1992/totoró/TIGRE_JAGUAR	TIGRE_JAGUAR	tiri	totoró	t i r i
24164	huber1992/tuyuca/TIGRE_JAGUAR	TIGRE_JAGUAR	jái	tuyuca	j á i
24579	huber1992/waimaja/TIGRE_JAGUAR	TIGRE_JAGUAR	bãkã́dĩ̵kĩ̵ jáí	waimaja	b ã k ã́ d ĩ̵ k ĩ̵ # j á í
25100	huber1992/wounaan/TIGRE_JAGUAR	TIGRE_JAGUAR	kʰum	wounaan	k ʰ u m
25542	huber1992/wanano/TIGRE_JAGUAR	TIGRE_JAGUAR	jairo	wanano	j a i r o
25958	huber1992/wayuu/TIGRE_JAGUAR	TIGRE_JAGUAR	kaláira	wayuu	k a l á i r a
25959	huber1992/wayuu/TIGRE_JAGUAR	TIGRE_JAGUAR	kánnahapi̵t	wayuu	k á n n a h a p i̵ t
25960	huber1992/wayuu/TIGRE_JAGUAR	TIGRE_JAGUAR	wi̵náali̵	wayuu	w i̵ n á a l i̵
26493	huber1992/yucuna/TIGRE_JAGUAR	TIGRE_JAGUAR	jáawi	yucuna	j á a w i
26882	huber1992/yukpa/TIGRE_JAGUAR	TIGRE_JAGUAR	éʃo	yukpa	é ʃ o
27236	huber1992/yurutí/TIGRE_JAGUAR	TIGRE_JAGUAR	jái	yurutí	j á i
#
254	huber1992/kamsá/TODOS_ALL	TODOS_ALL	njétska	kamsá	n j é t s k a
678	huber1992/Español/TODOS_ALL	TODOS_ALL	todos	Español	t o d o s
852	huber1992/baniva/TODOS_ALL	TODOS_ALL	pʰʲiúmɛ	baniva	p ʰ ʲ i ú m ɛ
1139	huber1992/English/TODOS_ALL	TODOS_ALL	all	English	a l l
1478	huber1992/achagua/TODOS_ALL	TODOS_ALL	kinínama	achagua	k i n í n a m a
1479	huber1992/achagua/TODOS_ALL	TODOS_ALL	wamánaba	achagua	w a m á n a b a
1480	huber1992/achagua/TODOS_ALL	TODOS_ALL	hútáinʧn	achagua	h ú t á i n ʧ n
1481	huber1992/achagua/TODOS_ALL	TODOS_ALL	bíni	achagua	b í n i
1911	huber1992/epena Saija/TODOS_ALL	TODOS_ALL	hóma	epena Saija	h ó m a
1912	huber1992/epena Saija/TODOS_ALL	TODOS_ALL	homáɾã	epena Saija	h o m á ɾ ã
2290	huber1992/awa/TODOS_ALL	TODOS_ALL	wan	awa	w a n
2665	huber1992/epena basurudó/TODOS_ALL	TODOS_ALL	homá	epena basurudó	h o m á
3223	huber1992/bora/TODOS_ALL	TODOS_ALL	pʰáneére	bora	p ʰ á n e é r e
3224	huber1992/bora/TODOS_ALL	TODOS_ALL	pʰámeére	bora	p ʰ á m e é r e
3704	huber1992/giacone/TODOS_ALL	TODOS_ALL	tuhime	giacone	t u h i m e
3994	huber1992/barí/TODOS_ALL	TODOS_ALL	ʔwiɾə	barí	ʔ w i ɾ ə
4223	huber1992/bará/TODOS_ALL	TODOS_ALL	dĩĩ́oetira	bará	d ĩ ĩ́ o e t i r a
4224	huber1992/bará/TODOS_ALL	TODOS_ALL	dīpetírã	bará	d ī p e t í r ã
4819	huber1992/guahibo/TODOS_ALL	TODOS_ALL	daxíta	guahibo	d a x í t a
5154	huber1992/barasana/TODOS_ALL	TODOS_ALL	jãhedíro	barasana	j ã h e d í r o
5155	huber1992/barasana/TODOS_ALL	TODOS_ALL	jãhedírã	barasana	j ã h e d í r ã
5806	huber1992/secoya/TODOS_ALL	TODOS_ALL	siʔawaʔi	secoya	s i ʔ a w a ʔ i
6164	huber1992/cha'palaachi/TODOS_ALL	TODOS_ALL	kumuinʧi	cha'palaachi	k u m u i n ʧ i
6495	huber1992/guambiano/TODOS_ALL	TODOS_ALL	majaeli̵	guambiano	m a j a e l i̵
6927	huber1992/cuiba/TODOS_ALL	TODOS_ALL	daxíta	cuiba	d a x í t a
7343	huber1992/carijona/TODOS_ALL	TODOS_ALL	tijahoro	carijona	t i j a h o r o
7724	huber1992/macuna/TODOS_ALL	TODOS_ALL	jãhediro	macuna	j ã h e d i r o
8101	huber1992/chimila/TODOS_ALL	TODOS_ALL	ᵐbríi	chimila	ᵐ b r í i
8530	huber1992/guayabero/TODOS_ALL	TODOS_ALL	púexa	guayabero	p ú e x a
8531	huber1992/guayabero/TODOS_ALL	TODOS_ALL	póexa	guayabero	p ó e x a
8532	huber1992/guayabero/TODOS_ALL	TODOS_ALL	póxa	guayabero	p ó x a
8533	huber1992/guayabero/TODOS_ALL	TODOS_ALL	póta	guayabero	p ó t a
8950	huber1992/embera chamí/TODOS_ALL	TODOS_ALL	hóma	embera chamí	h ó m a
9336	huber1992/carapana/TODOS_ALL	TODOS_ALL	dĩ́petirã	carapana	d ĩ́ p e t i r ã
9710	huber1992/curripaco/TODOS_ALL	TODOS_ALL	padeniri	curripaco	p a d e n i r i
10052	huber1992/ika/TODOS_ALL	TODOS_ALL	pin	ika	p i n
10053	huber1992/ika/TODOS_ALL	TODOS_ALL	ʒoᵘ	ika	ʒ o ᵘ
10457	huber1992/catío/TODOS_ALL	TODOS_ALL	ába homá	catío	á b a # h o m á
10458	huber1992/catío/TODOS_ALL	TODOS_ALL	ába homái̵	catío	á b a # h o m á i̵
10864	huber1992/cubeo/TODOS_ALL	TODOS_ALL	kaíwi̵	cubeo	k a í w i̵
11354	huber1992/muinane/TODOS_ALL	TODOS_ALL	ɸámóro	muinane	ɸ á m ó r o
11355	huber1992/muinane/TODOS_ALL	TODOS_ALL	ɸááno	muinane	ɸ á á n o
11356	huber1992/muinane/TODOS_ALL	TODOS_ALL	párʲi̵i̵	muinane	p á r ʲ i̵ i̵
11822	huber1992/desano/TODOS_ALL	TODOS_ALL	ã́rĩ́peʔrerã	desano	ã́ r ĩ́ p e ʔ r e r ã
12196	huber1992/inga/TODOS_ALL	TODOS_ALL	túkwuj	inga	t ú k w u j
12563	huber1992/dí̵mi̵na/TODOS_ALL	TODOS_ALL	ki̵ngwi	dí̵mi̵na	k i̵ n g w i
12932	huber1992/embera Darién/TODOS_ALL	TODOS_ALL	humána	embera Darién	h u m á n a
13264	huber1992/nukak/TODOS_ALL	TODOS_ALL	dupi¹	nukak	d u p i ¹
13591	huber1992/jupda/TODOS_ALL	TODOS_ALL	dĩhũʔ	jupda	d ĩ h ũ ʔ
13932	huber1992/jitnu/TODOS_ALL	TODOS_ALL	áni̵be	jitnu	á n i̵ b e
14319	huber1992/koreguaje/TODOS_ALL	TODOS_ALL	siʔani̵kʰo	koreguaje	s i ʔ a n i̵ k ʰ o
14320	huber1992/koreguaje/TODOS_ALL	TODOS_ALL	peore	koreguaje	p e o r e
14738	huber1992/páez/TODOS_ALL	TODOS_ALL	xʲuka	páez	x ʲ u k a
15179	huber1992/kakua/TODOS_ALL	TODOS_ALL	dĩʔ⁴at⁴	kakua	d ĩ ʔ ⁴ a t ⁴
15624	huber1992/witoto mi̵ni̵ca/TODOS_ALL	TODOS_ALL	nána	witoto mi̵ni̵ca	n á n a
16038	huber1992/kogui/TODOS_ALL	TODOS_ALL	saldíɲgə	kogui	s a l d í ɲ g ə
16462	huber1992/witoto ni̵pode/TODOS_ALL	TODOS_ALL	nána	witoto ni̵pode	n á n a
16919	huber1992/miraña/TODOS_ALL	TODOS_ALL	pʰáneére	miraña	p ʰ á n e é r e
17321	huber1992/piratapuyo/TODOS_ALL	TODOS_ALL	hipiʔtidã	piratapuyo	h i p i ʔ t i d ã
17739	huber1992/playero/TODOS_ALL	TODOS_ALL	umóta	playero	u m ó t a
18157	huber1992/witoto murui/TODOS_ALL	TODOS_ALL	nana	witoto murui	n a n a
18632	huber1992/ocaina/TODOS_ALL	TODOS_ALL	ʧíí	ocaina	ʧ í í
18633	huber1992/ocaina/TODOS_ALL	TODOS_ALL	ʧííβa	ocaina	ʧ í í β a
18634	huber1992/ocaina/TODOS_ALL	TODOS_ALL	hã́tiʔ	ocaina	h ã́ t i ʔ
18983	huber1992/orejón/TODOS_ALL	TODOS_ALL	ʧia	orejón	ʧ i a
19373	huber1992/piapoco/TODOS_ALL	TODOS_ALL	makáita	piapoco	m a k á i t a
19374	huber1992/piapoco/TODOS_ALL	TODOS_ALL	makáita makáita	piapoco	m a k á i t a # m a k á i t a
19760	huber1992/puinave/TODOS_ALL	TODOS_ALL	wəj hĩn	puinave	w ə j # h ĩ n
20117	huber1992/resígaro/TODOS_ALL	TODOS_ALL	pʰéʔtóʔ	resígaro	p ʰ é ʔ t ó ʔ
20822	huber1992/siona/TODOS_ALL	TODOS_ALL	siʔakʷa	siona	s i ʔ a k ʷ a
20823	huber1992/siona/TODOS_ALL	TODOS_ALL	siʔa waʔnã	siona	s i ʔ a # w a ʔ n ã
20824	huber1992/siona/TODOS_ALL	TODOS_ALL	animales	siona	a n i m a l e s
21203	huber1992/siriano/TODOS_ALL	TODOS_ALL	ããrĩpeʔrérã	siriano	ã ã r ĩ p e ʔ r é r ã
21582	huber1992/tatuyo/TODOS_ALL	TODOS_ALL	dĩ́petirã	tatuyo	d ĩ́ p e t i r ã
21961	huber1992/tucano/TODOS_ALL	TODOS_ALL	dĩ́peʔtirã	tucano	d ĩ́ p e ʔ t i r ã
22363	huber1992/embera Tadó/TODOS_ALL	TODOS_ALL	hóma	embera Tadó	h ó m a
22745	huber1992/tanimuca/TODOS_ALL	TODOS_ALL	ritaha	tanimuca	r i t a h a
23110	huber1992/tunebo central/TODOS_ALL	TODOS_ALL	baʔnáka	tunebo central	b a ʔ n á k a
23343	huber1992/tariano/TODOS_ALL	TODOS_ALL	aliatuínha	tariano	a l i a t u í n h a
23648	huber1992/tsafiqui pila/TODOS_ALL	TODOS_ALL	heralela	tsafiqui pila	h e r a l e l a
23964	huber1992/totoró/TODOS_ALL	TODOS_ALL	tsi̵sti̵	totoró	t s i̵ s t i̵
23965	huber1992/totoró/TODOS_ALL	TODOS_ALL	tɕi̵sti̵	totoró	t ɕ i̵ s t i̵
24315	huber1992/tuyuca/TODOS_ALL	TODOS_ALL	dĩĩ́petira	tuyuca	d ĩ ĩ́ p e t i r a
24795	huber1992/waimaja/TODOS_ALL	TODOS_ALL	dĩ́ĩpetíro	waimaja	d ĩ́ ĩ p e t í r o
24796	huber1992/waimaja/TODOS_ALL	TODOS_ALL	adĩ́petírã dĩ́ĩpetírã	waimaja	a d ĩ́ p e t í r ã # d ĩ́ ĩ p e t í r ã
25278	huber1992/wounaan/TODOS_ALL	TODOS_ALL	tʰum	wounaan	t ʰ u m
25279	huber1992/wounaan/TODOS_ALL	TODOS_ALL	tʰumaam kʰi̵i̵n	wounaan	t ʰ u m a a m # k ʰ i̵ i̵ n
25696	huber1992/wanano/TODOS_ALL	TODOS_ALL	hipiʔtiro	wanano	h i p i ʔ t i r o
26169	huber1992/wayuu/TODOS_ALL	TODOS_ALL	si̵pí̵ʃua	wayuu	s i̵ p í̵ ʃ u a
26669	huber1992/yucuna/TODOS_ALL	TODOS_ALL	pijúke	yucuna	p i j ú k e
27017	huber1992/yukpa/TODOS_ALL	TODOS_ALL	rí̵pa	yukpa	r í̵ p a
27394	huber1992/yurutí/TODOS_ALL	TODOS_ALL	dĩ́ĩpetira	yurutí	d ĩ́ ĩ p e t i r a
#
